memory_ratio,pc_size,compress_ratio,miss_cost,load_dist,total_latency
0.1,0.045,0.15,100,0,496076797.0
0.1,0.05,0.15,100,0,495859624.0
0.1,0.055,0.15,100,0,498198372.0
0.1,0.06,0.15,100,0,501088170.0
0.1,0.065,0.15,100,0,504750731.0
0.1,0.07,0.15,100,0,509025379.0
0.1,0.075,0.15,100,0,513757512.0
0.1,0.08,0.15,100,0,518803513.0
0.1,0.085,0.15,100,0,523857441.0
0.1,0.09,0.15,100,0,529337114.0
0.1,0.095,0.15,100,0,534788943.0
0.1,0.1,0.15,100,0,541078329.0
0.1,0.0,0.2,10,0,428701989.0
0.1,0.005,0.2,10,0,258081362.0
0.1,0.01,0.2,10,0,252058861.0
0.1,0.015,0.2,10,0,243368996.0
0.1,0.02,0.2,10,0,231682647.0
0.1,0.025,0.2,10,0,218035867.0
0.1,0.03,0.2,10,0,203396684.0
0.1,0.035,0.2,10,0,186649015.0
0.1,0.04,0.2,10,0,170244191.0
0.1,0.045,0.2,10,0,156187292.0
0.1,0.05,0.2,10,0,141612163.0
0.1,0.055,0.2,10,0,136038104.0
0.1,0.06,0.2,10,0,129582849.0
0.1,0.065,0.2,10,0,124429312.0
0.1,0.07,0.2,10,0,120328451.0
0.1,0.075,0.2,10,0,116880522.0
0.1,0.08,0.2,10,0,113991265.0
0.1,0.085,0.2,10,0,111614201.0
0.1,0.09,0.2,10,0,109561802.0
0.1,0.095,0.2,10,0,108283268.0
0.1,0.1,0.2,10,0,108100840.0
0.1,0.0,0.2,50,0,567669189.0
0.1,0.005,0.2,50,0,399858594.0
0.1,0.01,0.2,50,0,396643949.0
0.1,0.015,0.2,50,0,390807097.0
0.1,0.02,0.2,50,0,381965159.0
0.1,0.025,0.2,50,0,371204015.0
0.1,0.03,0.2,50,0,359486758.0
0.1,0.035,0.2,50,0,345734233.0
0.1,0.04,0.2,50,0,332391526.0
0.1,0.045,0.2,50,0,321412990.0
0.1,0.05,0.2,50,0,309944506.0
0.1,0.055,0.2,50,0,307443722.0
0.1,0.06,0.2,50,0,304110070.0
0.1,0.065,0.2,50,0,302070332.0
0.1,0.07,0.2,50,0,301106141.0
0.1,0.075,0.2,50,0,300835569.0
0.1,0.08,0.2,50,0,301124138.0
0.1,0.085,0.2,50,0,301876341.0
0.1,0.09,0.2,50,0,303001111.0
0.1,0.095,0.2,50,0,304968721.0
0.1,0.1,0.2,50,0,308048234.0
0.1,0.0,0.2,100,0,741378189.0
0.1,0.005,0.2,100,0,577130493.0
0.1,0.01,0.2,100,0,577485787.0
0.1,0.015,0.2,100,0,575273828.0
0.1,0.02,0.2,100,0,570031117.0
0.1,0.025,0.2,100,0,562924066.0
0.1,0.03,0.2,100,0,554868440.0
0.1,0.035,0.2,100,0,544834344.0
0.1,0.04,0.2,100,0,535280673.0
0.1,0.045,0.2,100,0,528097396.0
0.1,0.05,0.2,100,0,520448831.0
0.1,0.055,0.2,100,0,521769302.0
0.1,0.06,0.2,100,0,522322170.0
0.1,0.065,0.2,100,0,524162222.0
0.1,0.07,0.2,100,0,527118181.0
0.1,0.075,0.2,100,0,530819569.0
0.1,0.08,0.2,100,0,535083303.0
0.1,0.085,0.2,100,0,539753716.0
0.1,0.09,0.2,100,0,544851721.0
0.1,0.095,0.2,100,0,550882116.0
0.1,0.1,0.2,100,0,558042789.0
0.1,0.0,0.25,10,0,429675732.0
0.1,0.005,0.25,10,0,262441905.0
0.1,0.01,0.25,10,0,259962058.0
0.1,0.015,0.25,10,0,255527698.0
0.1,0.02,0.25,10,0,249076169.0
0.1,0.025,0.25,10,0,240695085.0
0.1,0.03,0.25,10,0,231168491.0
0.1,0.035,0.25,10,0,219184317.0
0.1,0.04,0.25,10,0,205065531.0
0.1,0.045,0.25,10,0,191323854.0
0.1,0.05,0.25,10,0,175710472.0
0.1,0.055,0.25,10,0,165877253.0
0.1,0.06,0.25,10,0,155251050.0
0.1,0.065,0.25,10,0,146994561.0
0.1,0.07,0.25,10,0,140452703.0
0.1,0.075,0.25,10,0,135326946.0
0.1,0.08,0.25,10,0,131036099.0
0.1,0.085,0.25,10,0,127596722.0
0.1,0.09,0.25,10,0,124554659.0
0.1,0.095,0.25,10,0,122007370.0
0.1,0.1,0.25,10,0,121236104.0
0.1,0.0,0.25,50,0,568642932.0
0.1,0.005,0.25,50,0,404139619.0
0.1,0.01,0.25,50,0,404457065.0
0.1,0.015,0.25,50,0,402863139.0
0.1,0.02,0.25,50,0,399251713.0
0.1,0.025,0.25,50,0,393760266.0
0.1,0.03,0.25,50,0,387141588.0
0.1,0.035,0.25,50,0,378134508.0
0.1,0.04,0.25,50,0,367060337.0
0.1,0.045,0.25,50,0,356381138.0
0.1,0.05,0.25,50,0,343870016.0
0.1,0.055,0.25,50,0,337136066.0
0.1,0.06,0.25,50,0,329662559.0
0.1,0.065,0.25,50,0,324546211.0
0.1,0.07,0.25,50,0,321168596.0
0.1,0.075,0.25,50,0,319237099.0
0.1,0.08,0.25,50,0,318136857.0
0.1,0.085,0.25,50,0,317839244.0
0.1,0.09,0.25,50,0,317976591.0
0.1,0.095,0.25,50,0,318680739.0
0.1,0.1,0.25,50,0,321172992.0
0.1,0.0,0.25,100,0,742351932.0
0.1,0.005,0.25,100,0,581410522.0
0.1,0.01,0.25,100,0,585296815.0
0.1,0.015,0.25,100,0,587327885.0
0.1,0.02,0.25,100,0,587317642.0
0.1,0.025,0.25,100,0,585480494.0
0.1,0.03,0.25,100,0,582521762.0
0.1,0.035,0.25,100,0,577227628.0
0.1,0.04,0.25,100,0,569942017.0
0.1,0.045,0.25,100,0,563053244.0
0.1,0.05,0.25,100,0,554359771.0
0.1,0.055,0.25,100,0,551452029.0
0.1,0.06,0.25,100,0,547864310.0
0.1,0.065,0.25,100,0,546630574.0
0.1,0.07,0.25,100,0,547177445.0
0.1,0.075,0.25,100,0,549218364.0
0.1,0.08,0.25,100,0,552094836.0
0.1,0.085,0.25,100,0,555716704.0
0.1,0.09,0.25,100,0,559828036.0
0.1,0.095,0.25,100,0,564596359.0
0.1,0.1,0.25,100,0,571168686.0
0.1,0.0,0.3,10,0,430666742.0
0.1,0.005,0.3,10,0,265852628.0
0.1,0.01,0.3,10,0,265241509.0
0.1,0.015,0.3,10,0,263289337.0
0.1,0.02,0.3,10,0,259840753.0
0.1,0.025,0.3,10,0,254969048.0
0.1,0.03,0.3,10,0,248981906.0
0.1,0.035,0.3,10,0,241510926.0
0.1,0.04,0.3,10,0,230819313.0
0.1,0.045,0.3,10,0,219434819.0
0.1,0.05,0.3,10,0,207781409.0
0.1,0.055,0.3,10,0,196496763.0
0.1,0.06,0.3,10,0,185360687.0
0.1,0.065,0.3,10,0,174675800.0
0.1,0.07,0.3,10,0,165336225.0
0.1,0.075,0.3,10,0,157386910.0
0.1,0.08,0.3,10,0,151023177.0
0.1,0.085,0.3,10,0,145821612.0
0.1,0.09,0.3,10,0,141363121.0
0.1,0.095,0.3,10,0,137678031.0
0.1,0.1,0.3,10,0,133782503.0
0.1,0.0,0.3,50,0,569633942.0
0.1,0.005,0.3,50,0,407114149.0
0.1,0.01,0.3,50,0,409359765.0
0.1,0.015,0.3,50,0,410294371.0
0.1,0.02,0.3,50,0,409712687.0
0.1,0.025,0.3,50,0,407764520.0
0.1,0.03,0.3,50,0,404691937.0
0.1,0.035,0.3,50,0,400202403.0
0.1,0.04,0.3,50,0,392579154.0
0.1,0.045,0.3,50,0,384259390.0
0.1,0.05,0.3,50,0,375709182.0
0.1,0.055,0.3,50,0,367529749.0
0.1,0.06,0.3,50,0,359553649.0
0.1,0.065,0.3,50,0,352028165.0
0.1,0.07,0.3,50,0,345877887.0
0.1,0.075,0.3,50,0,341149330.0
0.1,0.08,0.3,50,0,338007011.0
0.1,0.085,0.3,50,0,335965122.0
0.1,0.09,0.3,50,0,334706495.0
0.1,0.095,0.3,50,0,334287516.0
0.1,0.1,0.3,50,0,333665558.0
0.1,0.0,0.3,100,0,743342942.0
0.1,0.005,0.3,100,0,584378675.0
0.1,0.01,0.3,100,0,590194783.0
0.1,0.015,0.3,100,0,594753984.0
0.1,0.02,0.3,100,0,597770913.0
0.1,0.025,0.3,100,0,599476810.0
0.1,0.03,0.3,100,0,600062799.0
