memory_ratio,compress_ratio,miss_cost,load_dist,min_lat_pc_size,min_lat_pc_size_gb,min_lat,zero_ac_lat,zero_pc_lat,zero_ac_lat_to_min_lat,zero_pc_lat_to_min_lat,d_u,d_c
0.3,0.9,50,1,0.0,0.0,222030707.0,397543457.0,222030707.0,1.7904886327277245,1.0,3.3333,3.0
0.3,0.9,100,0,0.0,0.0,778511988.0,977050113.0,778511988.0,1.2550225662035663,1.0,3.3333,3.0
0.3,0.9,100,1,0.0,0.0,285526207.0,647543293.0,285526207.0,2.2678944248364563,1.0,3.3333,3.0
0.3,0.95,10,0,0.0,0.0,465289763.0,542966245.0,465289763.0,1.1669421684654602,1.0,3.3333,3.1666
0.3,0.95,10,1,0.0,0.0,171928572.0,203902274.0,171928572.0,1.1859708460790332,1.0,3.3333,3.1666
0.3,0.95,50,0,0.0,0.0,605354683.0,742966081.0,605354683.0,1.2273235870878694,1.0,3.3333,3.1666
0.3,0.95,50,1,0.0,0.0,222724972.0,403902066.0,222724972.0,1.8134565799833169,1.0,3.3333,3.1666
0.3,0.95,100,0,0.0,0.0,780435833.0,992965931.0,780435833.0,1.2723223217250712,1.0,3.3333,3.1666
0.3,0.95,100,1,0.0,0.0,286220472.0,653902002.0,286220472.0,2.2846094740560696,1.0,3.3333,3.1666
0.3,1.0,10,0,0.0,0.0,467213792.0,558332779.0,467213792.0,1.19502632105518,1.0,3.3333,3.3333
0.3,1.0,10,1,0.0,0.0,172627985.0,210451538.0,172627985.0,1.2191044111416813,1.0,3.3333,3.3333
0.3,1.0,50,0,0.0,0.0,607278712.0,758332527.0,607278712.0,1.2487388607819336,1.0,3.3333,3.3333
0.3,1.0,50,1,0.0,0.0,223424385.0,410451219.0,223424385.0,1.8370923075384096,1.0,3.3333,3.3333
0.3,1.0,100,0,0.0,0.0,782359862.0,1008332377.0,782359862.0,1.2888344941704077,1.0,3.3333,3.3333
0.3,1.0,100,1,0.0,0.0,286919885.0,660451219.0,286919885.0,2.3018663171428497,1.0,3.3333,3.3333
0.35,0.1,10,0,0.1,1.0,46633990.0,60499830.0,401943912.0,1.2973333399093665,8.619119058866719,2.8571,0.2857
0.35,0.1,10,1,0.1,1.0,23121600.0,60498955.0,129348035.0,2.6165557314372707,5.5942510466403705,2.8571,0.2857
0.35,0.1,50,0,0.1,1.0,196667870.0,260499830.0,531984872.0,1.324567302223795,2.7049912728500085,2.8571,0.2857
0.35,0.1,50,1,0.1,1.0,88425400.0,260498955.0,170085355.0,2.945974290192637,1.9234898004419545,2.8571,0.2857
0.35,0.1,100,0,0.1,1.0,384210220.0,510499830.0,694536072.0,1.3286992469903585,1.8076980669592808,2.8571,0.2857
0.35,0.1,100,1,0.1,1.0,170055150.0,510498955.0,221007005.0,3.0019611578949537,1.2996195939964181,2.8571,0.2857
0.35,0.15,10,0,0.15,1.0,49615013.0,60750116.0,403738701.0,1.2244301135222921,8.137430116162623,2.8571,0.4286
0.35,0.15,10,1,0.15,1.0,28885624.0,60750078.0,129908675.0,2.1031250008654823,4.497347019403147,2.8571,0.4286
0.35,0.15,50,0,0.15,1.0,209666653.0,260750116.0,533779661.0,1.2436413338462555,2.5458491055322945,2.8571,0.4286
0.35,0.15,50,1,0.15,1.0,114573024.0,260750078.0,170645995.0,2.2758418072302953,1.489408143752931,2.8571,0.4286
0.35,0.15,100,0,0.15,1.0,409731203.0,510750116.0,696330861.0,1.2465492309600839,1.6994821382934802,2.8571,0.4286
0.35,0.15,100,1,0.1225,0.8167,221430420.0,510750078.0,221567645.0,2.306593999144291,1.0006197206327838,2.8571,0.4286
0.35,0.2,10,0,0.2,1.0,52611679.0,61000375.0,405524039.0,1.1594455101879566,7.70787107934723,2.8571,0.5714
0.35,0.2,10,1,0.2,1.0,35887841.0,60999238.0,130470282.0,1.6997187989101936,3.635501004365239,2.8571,0.5714
0.35,0.2,50,0,0.2,1.0,222652879.0,261000375.0,535564999.0,1.1722299580056181,2.4053809742114316,2.8571,0.5714
0.35,0.2,50,1,0.2,1.0,146204561.0,260999238.0,171207602.0,1.785164814386331,1.1710140971593903,2.8571,0.5714
0.35,0.2,100,0,0.2,1.0,435204379.0,511000375.0,698116199.0,1.1741618413265094,1.604111154865011,2.8571,0.5714
0.35,0.2,100,1,0.0,0.0,222129252.0,510999238.0,222129252.0,2.3004590048320157,1.0,2.8571,0.5714
0.35,0.25,10,0,0.25,1.0,55634587.0,61248252.0,407312696.0,1.1009024296342849,7.321213618427688,2.8571,0.7143
0.35,0.25,10,1,0.25,1.0,43826453.0,61249029.0,131031045.0,1.3975356162179038,2.989770698532231,2.8571,0.7143
0.35,0.25,50,0,0.25,1.0,235672627.0,261248252.0,537353656.0,1.1085218310058553,2.280085145399597,2.8571,0.7143
0.35,0.25,50,1,0.0,0.0,171768365.0,261249029.0,171768365.0,1.5209379736484072,1.0,2.8571,0.7143
0.35,0.25,100,0,0.25,1.0,460720177.0,511248252.0,699904856.0,1.109671938678735,1.5191539049960037,2.8571,0.7143
0.35,0.25,100,1,0.0,0.0,222690015.0,511249029.0,222690015.0,2.295787842126644,1.0,2.8571,0.7143
0.35,0.3,10,0,0.3,1.0,58680497.0,61499415.0,409093829.0,1.0480384138532433,6.971546764506783,2.8571,0.8571
0.35,0.3,10,1,0.3,1.0,52507748.0,61499145.0,131586691.0,1.1712394330832852,2.506043317645236,2.8571,0.8571
0.35,0.3,50,0,0.3,1.0,248702657.0,261499415.0,539134789.0,1.0514540461865673,2.1677886175538528,2.8571,0.8571
0.35,0.3,50,1,0.0,0.0,172324011.0,261499145.0,172324011.0,1.5174852505029028,1.0,2.8571,0.8571
0.35,0.3,100,0,0.3,1.0,486230357.0,511499415.0,701685989.0,1.0519693137958477,1.4431143158755924,2.8571,0.8571
0.35,0.3,100,1,0.0,0.0,223245661.0,511499145.0,223245661.0,2.2911941164222673,1.0,2.8571,0.8571
0.35,0.35,10,0,0.35,1.0,61749271.0,61749271.0,410894268.0,1.0,6.654236743944718,2.8571,1.0
0.35,0.35,10,1,0.35,1.0,61750433.0,61750433.0,132155003.0,1.0,2.1401469848802517,2.8571,1.0
0.35,0.35,50,0,0.35,1.0,261749271.0,261749271.0,540935228.0,1.0,2.066615986869358,2.8571,1.0
0.35,0.35,50,1,0.0,0.0,172892323.0,261750433.0,172892323.0,1.513950581831213,1.0,2.8571,1.0
0.35,0.35,100,0,0.35,1.0,511749271.0,511749271.0,703486428.0,1.0,1.374670112622398,2.8571,1.0
0.35,0.35,100,1,0.0,0.0,223813973.0,511750433.0,223813973.0,2.286499033731017,1.0,2.8571,1.0
0.35,0.4,10,0,0.35,0.875,151692376.0,151692376.0,412676891.0,1.0,2.720485378909221,2.8571,1.1428
0.35,0.4,10,1,0.35,0.875,86334672.0,86334672.0,132712396.0,1.0,1.5371853848011376,2.8571,1.1428
0.35,0.4,50,0,0.35,0.875,351691402.0,351691402.0,542717851.0,1.0,1.5431649676781123,2.8571,1.1428
0.35,0.4,50,1,0.0,0.0,173449716.0,286334637.0,173449716.0,1.6508221725770944,1.0,2.8571,1.1428
0.35,0.4,100,0,0.35,0.875,601691158.0,601691158.0,705269051.0,1.0,1.1721446154274382,2.8571,1.1428
0.35,0.4,100,1,0.0,0.0,224371366.0,536334637.0,224371366.0,2.3903880720679838,1.0,2.8571,1.1428
0.35,0.45,10,0,0.35,0.7778,220329129.0,220329129.0,414478278.0,1.0,1.8811778537008603,2.8571,1.2857
0.35,0.45,10,1,0.35,0.7778,103937734.0,103937734.0,133268702.0,1.0,1.2821974933569362,2.8571,1.2857
0.35,0.45,50,0,0.35,0.7778,420327764.0,420327764.0,544519238.0,1.0,1.2954634088839299,2.8571,1.2857
0.35,0.45,50,1,0.0,0.0,174006022.0,303937581.0,174006022.0,1.746707254763861,1.0,2.8571,1.2857
0.35,0.45,100,0,0.35,0.7778,670327367.0,670327367.0,707070438.0,1.0,1.054813622132781,2.8571,1.2857
0.35,0.45,100,1,0.0,0.0,224927672.0,553937581.0,224927672.0,2.4627364702374193,1.0,2.8571,1.2857
0.35,0.5,10,0,0.35,0.7,276674198.0,276674198.0,416261216.0,1.0,1.504517656539841,2.8571,1.4286
0.35,0.5,10,1,0.35,0.7,119143484.0,119143484.0,133837036.0,1.0,1.123326526190891,2.8571,1.4286
0.35,0.5,50,0,0.35,0.7,476673263.0,476673263.0,546302176.0,1.0,1.1460726212369918,2.8571,1.4286
0.35,0.5,50,1,0.0,0.0,174574356.0,319143382.0,174574356.0,1.8281229231628957,1.0,2.8571,1.4286
0.35,0.5,100,0,0.0,0.0,708853376.0,726672768.0,708853376.0,1.0251383326980161,1.0,2.8571,1.4286
0.35,0.5,100,1,0.0,0.0,225496006.0,569143382.0,225496006.0,2.523962140597736,1.0,2.8571,1.4286
0.35,0.55,10,0,0.35,0.6364,318992287.0,318992287.0,418031257.0,1.0,1.3104744974601847,2.8571,1.5714
0.35,0.55,10,1,0.3325,0.6045,130525897.0,130995790.0,134390537.0,1.0035999982440267,1.0296082240292899,2.8571,1.5714
0.35,0.55,50,0,0.35,0.6364,518991035.0,518991035.0,548072217.0,1.0,1.0560340738833764,2.8571,1.5714
0.35,0.55,50,1,0.0,0.0,175127857.0,330995720.0,175127857.0,1.8900232417050589,1.0,2.8571,1.5714
0.35,0.55,100,0,0.0,0.0,710623417.0,768990354.0,710623417.0,1.0821348348558573,1.0,2.8571,1.5714
0.35,0.55,100,1,0.0,0.0,226049507.0,580995720.0,226049507.0,2.570214497304787,1.0,2.8571,1.5714
0.35,0.6,10,0,0.35,0.5833,354189100.0,354189100.0,419831578.0,1.0,1.1853317281644185,2.8571,1.7143
0.35,0.6,10,1,0.0,0.0,134948864.0,140973350.0,134948864.0,1.0446427322278162,1.0,2.8571,1.7143
0.35,0.6,50,0,0.0,0.0,549872538.0,554188242.0,549872538.0,1.0078485534405794,1.0,2.8571,1.7143
0.35,0.6,50,1,0.0,0.0,175686184.0,340973350.0,175686184.0,1.9408091304436323,1.0,2.8571,1.7143
0.35,0.6,100,0,0.0,0.0,712423738.0,804187946.0,712423738.0,1.1288056575116536,1.0,2.8571,1.7143
0.35,0.6,100,1,0.0,0.0,226607834.0,590973350.0,226607834.0,2.6079122666165193,1.0,2.8571,1.7143
0.35,0.65,10,0,0.35,0.5385,384719740.0,384719740.0,421615027.0,1.0,1.0959017257601598,2.8571,1.8571
0.35,0.65,10,1,0.0,0.0,135503996.0,149792008.0,135503996.0,1.1054434734160903,1.0,2.8571,1.8571
0.35,0.65,50,0,0.0,0.0,551655987.0,584719434.0,551655987.0,1.059934901059997,1.0,2.8571,1.8571
0.35,0.65,50,1,0.0,0.0,176241316.0,349791868.0,176241316.0,1.9847325016569894,1.0,2.8571,1.8571
0.35,0.65,100,0,0.0,0.0,714207187.0,834719282.0,714207187.0,1.1687354834753294,1.0,2.8571,1.8571
0.35,0.65,100,1,0.0,0.0,227162966.0,599791803.0,227162966.0,2.640359093568095,1.0,2.8571,1.8571
0.35,0.7,10,0,0.35,0.5,411800817.0,411800817.0,423415601.0,1.0,1.0282048590496118,2.8571,2.0
0.35,0.7,10,1,0.0,0.0,136074596.0,157949725.0,136074596.0,1.160758360803805,1.0,2.8571,2.0
0.35,0.7,50,0,0.0,0.0,553456561.0,611800565.0,553456561.0,1.1054174945447977,1.0,2.8571,2.0
0.35,0.7,50,1,0.0,0.0,176811916.0,357949643.0,176811916.0,2.024465607849643,1.0,2.8571,2.0
0.35,0.7,100,0,0.0,0.0,716007761.0,861800476.0,716007761.0,1.2036189032314135,1.0,2.8571,2.0
0.35,0.7,100,1,0.0,0.0,227733566.0,607949643.0,227733566.0,2.669565377112656,1.0,2.8571,2.0
0.35,0.75,10,0,0.0,0.0,425202386.0,435910951.0,425202386.0,1.0251846305490864,1.0,2.8571,2.1428
0.35,0.75,10,1,0.0,0.0,136644355.0,165236275.0,136644355.0,1.209243330981364,1.0,2.8571,2.1428
0.35,0.75,50,0,0.0,0.0,555243346.0,635910571.0,555243346.0,1.1452826505371574,1.0,2.8571,2.1428
0.35,0.75,50,1,0.0,0.0,177381675.0,365236151.0,177381675.0,2.0590410537052377,1.0,2.8571,2.1428
0.35,0.75,100,0,0.0,0.0,717794546.0,885910378.0,717794546.0,1.2342116319173035,1.0,2.8571,2.1428
0.35,0.75,100,1,0.0,0.0,228303325.0,615236151.0,228303325.0,2.6948190570592874,1.0,2.8571,2.1428
0.35,0.8,10,0,0.0,0.0,426983470.0,457559841.0,426983470.0,1.0716101983994837,1.0,2.8571,2.2857
0.35,0.8,10,1,0.0,0.0,137191058.0,171962409.0,137191058.0,1.2534520216324887,1.0,2.8571,2.2857
0.35,0.8,50,0,0.0,0.0,557024430.0,657559337.0,557024430.0,1.1804856332782387,1.0,2.8571,2.2857
0.35,0.8,50,1,0.0,0.0,177928378.0,371962409.0,177928378.0,2.0905176182744722,1.0,2.8571,2.2857
0.35,0.8,100,0,0.0,0.0,719575630.0,907558982.0,719575630.0,1.2612419656291027,1.0,2.8571,2.2857
0.35,0.8,100,1,0.0,0.0,228850028.0,621962409.0,228850028.0,2.717772920700713,1.0,2.8571,2.2857
0.35,0.85,10,0,0.0,0.0,428769394.0,478339910.0,428769394.0,1.1156111343152446,1.0,2.8571,2.4285
0.35,0.85,10,1,0.0,0.0,137749844.0,178508912.0,137749844.0,1.2958919358195427,1.0,2.8571,2.4285
0.35,0.85,50,0,0.0,0.0,558810354.0,678339533.0,558810354.0,1.213899363432339,1.0,2.8571,2.4285
0.35,0.85,50,1,0.0,0.0,178487164.0,378508800.0,178487164.0,2.120649975703575,1.0,2.8571,2.4285
0.35,0.85,100,0,0.0,0.0,721361554.0,928339159.0,721361554.0,1.2869263046419577,1.0,2.8571,2.4285
0.35,0.85,100,1,0.0,0.0,229408814.0,628508750.0,229408814.0,2.7396887636584006,1.0,2.8571,2.4285
0.35,0.9,10,0,0.0,0.0,430563038.0,497312597.0,430563038.0,1.1550285396304734,1.0,2.8571,2.5714
0.35,0.9,10,1,0.0,0.0,138312772.0,184813433.0,138312772.0,1.3361993279984294,1.0,2.8571,2.5714
0.35,0.9,50,0,0.0,0.0,560603998.0,697312263.0,560603998.0,1.2438588834323654,1.0,2.8571,2.5714
0.35,0.9,50,1,0.0,0.0,179050092.0,384813433.0,179050092.0,2.1491942768730885,1.0,2.8571,2.5714
0.35,0.9,100,0,0.0,0.0,723155198.0,947311984.0,723155198.0,1.3099705106454893,1.0,2.8571,2.5714
0.35,0.9,100,1,0.0,0.0,229971742.0,634813433.0,229971742.0,2.7603975491910653,1.0,2.8571,2.5714
0.35,0.95,10,0,0.0,0.0,432349127.0,515480566.0,432349127.0,1.1922784939496363,1.0,2.8571,2.7142
0.35,0.95,10,1,0.0,0.0,138870868.0,190867099.0,138870868.0,1.3744214445321967,1.0,2.8571,2.7142
0.35,0.95,50,0,0.0,0.0,562390087.0,715480245.0,562390087.0,1.2722134716432154,1.0,2.8571,2.7142
0.35,0.95,50,1,0.0,0.0,179608188.0,390866944.0,179608188.0,2.1762200729957812,1.0,2.8571,2.7142
0.35,0.95,100,0,0.0,0.0,724941287.0,965479996.0,724941287.0,1.3318044003196634,1.0,2.8571,2.7142
0.35,0.95,100,1,0.0,0.0,230529838.0,640866929.0,230529838.0,2.7799738834675276,1.0,2.8571,2.7142
0.35,1.0,10,0,0.0,0.0,434134553.0,532743830.0,434134553.0,1.227139895496869,1.0,2.8571,2.8571
0.35,1.0,10,1,0.0,0.0,139432883.0,196947520.0,139432883.0,1.4124897639820013,1.0,2.8571,2.8571
0.35,1.0,50,0,0.0,0.0,564175513.0,732743661.0,564175513.0,1.2987867146229723,1.0,2.8571,2.8571
0.35,1.0,50,1,0.0,0.0,180170203.0,396947400.0,180170203.0,2.2031800674609885,1.0,2.8571,2.8571
0.35,1.0,100,0,0.0,0.0,726726713.0,982743511.0,726726713.0,1.3522875840673825,1.0,2.8571,2.8571
0.35,1.0,100,1,0.0,0.0,231091853.0,646947346.0,231091853.0,2.7995246807770413,1.0,2.8571,2.8571
0.4,0.1,10,0,0.1,1.0,43860348.0,60498921.0,371447318.0,1.3793534196308703,8.468863904135006,2.5,0.25
0.4,0.1,10,1,0.1,1.0,18837740.0,60499472.0,110906847.0,3.211609885262245,5.887481566260072,2.5,0.25
0.4,0.1,50,0,0.1,1.0,183899908.0,260498921.0,491498958.0,1.4165255645478627,2.672643849283492,2.5,0.25
0.4,0.1,50,1,0.1,1.0,68702540.0,260499472.0,145602287.0,3.791700743524184,2.119314467849369,2.5,0.25
0.4,0.1,100,0,0.1,1.0,358949358.0,510498921.0,641563508.0,1.4222031872250904,1.787337109542901,2.5,0.25
0.4,0.1,100,1,0.1,1.0,131033540.0,510499472.0,188971587.0,3.8959450534573055,1.442161960975793,2.5,0.25
0.4,0.15,10,0,0.15,1.0,46824957.0,60749114.0,373107589.0,1.2973661460062846,7.968135219002978,2.5,0.375
0.4,0.15,10,1,0.15,1.0,23113127.0,60750076.0,111385324.0,2.6283797947374237,4.819136934608632,2.5,0.375
0.4,0.15,50,0,0.15,1.0,196870437.0,260749114.0,493159229.0,1.324470641572254,2.5049938249489436,2.5,0.375
0.4,0.15,50,1,0.15,1.0,88092447.0,260750076.0,146080764.0,2.9599595070846427,1.6582666162060409,2.5,0.375
0.4,0.15,100,0,0.15,1.0,384427287.0,510749114.0,643223779.0,1.328597452032587,1.673200110272089,2.5,0.375
0.4,0.15,100,1,0.15,1.0,169316597.0,510750076.0,189450064.0,3.0165387507758616,1.118910179844921,2.5,0.375
0.4,0.2,10,0,0.2,1.0,49810226.0,60999074.0,374752202.0,1.2246295369147693,7.5235997122357965,2.5,0.5
0.4,0.2,10,1,0.2,1.0,28924154.0,60999475.0,111861948.0,2.108945865797838,3.867423330687563,2.5,0.5
0.4,0.2,50,0,0.2,1.0,209848026.0,260999074.0,494803842.0,1.2437528194808942,2.3579151609460456,2.5,0.5
0.4,0.2,50,1,0.2,1.0,114367754.0,260999475.0,146557388.0,2.282107201300814,1.2814572541137776,2.5,0.5
0.4,0.2,100,0,0.2,1.0,409895276.0,510999074.0,644868392.0,1.2466576316434541,1.573251583411759,2.5,0.5
0.4,0.2,100,1,0.0,0.0,189926688.0,510999475.0,189926688.0,2.6905090610541262,1.0,2.5,0.5
0.4,0.25,10,0,0.25,1.0,52825288.0,61250112.0,376407722.0,1.1594846771114622,7.1255214358698815,2.5,0.625
0.4,0.25,10,1,0.25,1.0,35991790.0,61249466.0,112338473.0,1.7017621518685233,3.121224951579235,2.5,0.625
0.4,0.25,50,0,0.25,1.0,222871288.0,261250112.0,496459362.0,1.1722017418412372,2.2275608780974965,2.5,0.625
0.4,0.25,50,1,0.25,1.0,146182910.0,261249466.0,147033913.0,1.7871409592270395,1.0058214944551316,2.5,0.625
0.4,0.25,100,0,0.25,1.0,435428788.0,511250112.0,646523912.0,1.1741302506622506,1.48479827199666,2.5,0.625
0.4,0.25,100,1,0.0,0.0,190403213.0,511249466.0,190403213.0,2.6850884391325898,1.0,2.5,0.625
0.4,0.3,10,0,0.3,1.0,55868197.0,61498613.0,378057461.0,1.100780341989558,6.766952958943708,2.5,0.75
0.4,0.3,10,1,0.3,1.0,43988860.0,61499369.0,112814905.0,1.3980668969370882,2.5646244299124823,2.5,0.75
0.4,0.3,50,0,0.3,1.0,235936077.0,261498613.0,498109101.0,1.1083451769014536,2.1112036248699684,2.5,0.75
0.4,0.3,50,1,0.0,0.0,147510345.0,261499369.0,147510345.0,1.772752744900705,1.0,2.5,0.75
0.4,0.3,100,0,0.3,1.0,461020927.0,511498613.0,648173651.0,1.109491094750239,1.405952773592857,2.5,0.75
0.4,0.3,100,1,0.0,0.0,190879645.0,511499369.0,190879645.0,2.6796957265925343,1.0,2.5,0.75
0.4,0.35,10,0,0.35,1.0,58914893.0,61748172.0,379705682.0,1.0480910488965838,6.444986363634744,2.5,0.875
0.4,0.35,10,1,0.35,1.0,52717256.0,61750689.0,113292015.0,1.1713562822769077,2.1490499239945264,2.5,0.875
0.4,0.35,50,0,0.35,1.0,248928493.0,261748172.0,499757322.0,1.0514994440592222,2.0076340638112486,2.5,0.875
0.4,0.35,50,1,0.0,0.0,147987455.0,261750689.0,147987455.0,1.768735660735567,1.0,2.5,0.875
0.4,0.35,100,0,0.35,1.0,486445493.0,511748172.0,649821872.0,1.0520154454386115,1.3358575243290414,2.5,0.875
0.4,0.35,100,1,0.0,0.0,191356755.0,511750689.0,191356755.0,2.6743277967898234,1.0,2.5,0.875
0.4,0.4,10,0,0.4,1.0,61998975.0,61998975.0,381356468.0,1.0,6.151012464318967,2.5,1.0
0.4,0.4,10,1,0.4,1.0,61998947.0,61998947.0,113773328.0,1.0,1.8350848442635648,2.5,1.0
0.4,0.4,50,0,0.4,1.0,261998975.0,261998975.0,501408108.0,1.0,1.913778891692229,2.5,1.0
0.4,0.4,50,1,0.0,0.0,148468768.0,261998947.0,148468768.0,1.7646738134177822,1.0,2.5,1.0
0.4,0.4,100,0,0.4,1.0,511998975.0,511998975.0,651472658.0,1.0,1.272410082461591,2.5,1.0
0.4,0.4,100,1,0.0,0.0,191838068.0,511998947.0,191838068.0,2.668912131663044,1.0,2.5,1.0
0.4,0.45,10,0,0.4,0.8889,144644350.0,144644350.0,383012830.0,1.0,2.647962606213101,2.5,1.125
0.4,0.45,10,1,0.4,0.8889,84799692.0,84799692.0,114245509.0,1.0,1.3472396692195534,2.5,1.125
0.4,0.45,50,0,0.4,0.8889,344643133.0,344643133.0,503064470.0,1.0,1.4596677601581576,2.5,1.125
0.4,0.45,50,1,0.0,0.0,148940949.0,284799635.0,148940949.0,1.9121647667224142,1.0,2.5,1.125
0.4,0.45,100,0,0.4,0.8889,594642847.0,594642847.0,653129020.0,1.0,1.0983551274434147,2.5,1.125
0.4,0.45,100,1,0.0,0.0,192310249.0,534799635.0,192310249.0,2.7809211302097583,1.0,2.5,1.125
0.4,0.5,10,0,0.4,0.8,210532486.0,210532486.0,384660853.0,1.0,1.8270855026145467,2.5,1.25
0.4,0.5,10,1,0.4,0.8,101366975.0,101366975.0,114721000.0,1.0,1.1317394052648804,2.5,1.25
0.4,0.5,50,0,0.4,0.8,410531205.0,410531205.0,504712493.0,1.0,1.2294132257254353,2.5,1.25
0.4,0.5,50,1,0.0,0.0,149416440.0,301366832.0,149416440.0,2.016958990590326,1.0,2.5,1.25
0.4,0.5,100,0,0.0,0.0,654777043.0,660530821.0,654777043.0,1.0087873850519222,1.0,2.5,1.25
0.4,0.5,100,1,0.0,0.0,192785740.0,551366832.0,192785740.0,2.8599980060765904,1.0,2.5,1.25
0.4,0.55,10,0,0.4,0.7273,260571261.0,260571261.0,386306582.0,1.0,1.4825371781886567,2.5,1.375
0.4,0.55,10,1,0.4,0.7273,115151868.0,115151868.0,115203130.0,1.0,1.0004451686359095,2.5,1.375
0.4,0.55,50,0,0.4,0.7273,460569921.0,460569921.0,506358222.0,1.0,1.099416611707042,2.5,1.375
0.4,0.55,50,1,0.0,0.0,149898570.0,315151788.0,149898570.0,2.1024335855905765,1.0,2.5,1.375
0.4,0.55,100,0,0.0,0.0,656422772.0,710569389.0,656422772.0,1.082487414071613,1.0,2.5,1.375
0.4,0.55,100,1,0.0,0.0,193267870.0,565151774.0,193267870.0,2.924188971503644,1.0,2.5,1.375
0.4,0.6,10,0,0.4,0.6667,302364703.0,302364703.0,387965454.0,1.0,1.283104311285964,2.5,1.5
0.4,0.6,10,1,0.0,0.0,115674937.0,126583597.0,115674937.0,1.094304438652947,1.0,2.5,1.5
0.4,0.6,50,0,0.4,0.6667,502364086.0,502364086.0,508017094.0,1.0,1.0112528107751715,2.5,1.5
0.4,0.6,50,1,0.0,0.0,150370377.0,326583576.0,150370377.0,2.1718611239499652,1.0,2.5,1.5
0.4,0.6,100,0,0.0,0.0,658081644.0,752363778.0,658081644.0,1.1432681413614996,1.0,2.5,1.5
0.4,0.6,100,1,0.0,0.0,193739677.0,576583576.0,193739677.0,2.976073796179602,1.0,2.5,1.5
0.4,0.65,10,0,0.4,0.6154,337681897.0,337681897.0,389613810.0,1.0,1.1537894493645302,2.5,1.625
0.4,0.65,10,1,0.0,0.0,116156624.0,136498915.0,116156624.0,1.1751281183929725,1.0,2.5,1.625
0.4,0.65,50,0,0.0,0.0,509665450.0,537680842.0,509665450.0,1.0549681992373625,1.0,2.5,1.625
0.4,0.65,50,1,0.0,0.0,150852064.0,336498793.0,150852064.0,2.2306542189571896,1.0,2.5,1.625
0.4,0.65,100,0,0.0,0.0,659730000.0,787680510.0,659730000.0,1.1939437497157928,1.0,2.5,1.625
0.4,0.65,100,1,0.0,0.0,194221364.0,586498743.0,194221364.0,3.019743713673023,1.0,2.5,1.625
0.4,0.7,10,0,0.4,0.5714,368998321.0,368998321.0,391257427.0,1.0,1.0603230549658789,2.5,1.75
0.4,0.7,10,1,0.0,0.0,116632861.0,145305888.0,116632861.0,1.245840038169003,1.0,2.5,1.75
0.4,0.7,50,0,0.0,0.0,511309067.0,568997486.0,511309067.0,1.1128249482030015,1.0,2.5,1.75
0.4,0.7,50,1,0.0,0.0,151328301.0,345305888.0,151328301.0,2.2818328476442753,1.0,2.5,1.75
0.4,0.7,100,0,0.0,0.0,661373617.0,818997115.0,661373617.0,1.238327465669076,1.0,2.5,1.75
0.4,0.7,100,1,0.0,0.0,194697601.0,595305888.0,194697601.0,3.057592312090173,1.0,2.5,1.75
0.4,0.75,10,0,0.0,0.0,392915656.0,396484043.0,392915656.0,1.0090818142405606,1.0,2.5,1.875
0.4,0.75,10,1,0.0,0.0,117110192.0,153272881.0,117110192.0,1.3087919879765888,1.0,2.5,1.875
0.4,0.75,50,0,0.0,0.0,512967296.0,596483344.0,512967296.0,1.162809693037429,1.0,2.5,1.875
0.4,0.75,50,1,0.0,0.0,151805632.0,353272590.0,151805632.0,2.327137572866862,1.0,2.5,1.875
0.4,0.75,100,0,0.0,0.0,663031846.0,846482981.0,663031846.0,1.2766852544213991,1.0,2.5,1.875
0.4,0.75,100,1,0.0,0.0,195174932.0,603272536.0,195174932.0,3.090932476922805,1.0,2.5,1.875
0.4,0.8,10,0,0.0,0.0,394568840.0,421173524.0,394568840.0,1.0674272301887802,1.0,2.5,2.0
0.4,0.8,10,1,0.0,0.0,117586237.0,160426722.0,117586237.0,1.3643324771078438,1.0,2.5,2.0
0.4,0.8,50,0,0.0,0.0,514620480.0,621173131.0,514620480.0,1.2070509339231894,1.0,2.5,2.0
0.4,0.8,50,1,0.0,0.0,152281677.0,360426562.0,152281677.0,2.366841297656579,1.0,2.5,2.0
0.4,0.8,100,0,0.0,0.0,664685030.0,871172857.0,664685030.0,1.3106551489507745,1.0,2.5,2.0
0.4,0.8,100,1,0.0,0.0,195650977.0,610426553.0,195650977.0,3.119977024188333,1.0,2.5,2.0
0.4,0.85,10,0,0.0,0.0,396210623.0,444724964.0,396210623.0,1.1224458360875398,1.0,2.5,2.125
0.4,0.85,10,1,0.0,0.0,118063395.0,167357584.0,118063395.0,1.4175230519163031,1.0,2.5,2.125
0.4,0.85,50,0,0.0,0.0,516262263.0,644724701.0,516262263.0,1.2488317415522583,1.0,2.5,2.125
0.4,0.85,50,1,0.0,0.0,152758835.0,367357434.0,152758835.0,2.404819557572562,1.0,2.5,2.125
0.4,0.85,100,0,0.0,0.0,666326813.0,894724537.0,666326813.0,1.3427713241370043,1.0,2.5,2.125
0.4,0.85,100,1,0.0,0.0,196128135.0,617357370.0,196128135.0,3.147724674993723,1.0,2.5,2.125
0.4,0.9,10,0,0.0,0.0,397865650.0,465766774.0,397865650.0,1.1706634488300258,1.0,2.5,2.25
0.4,0.9,10,1,0.0,0.0,118540839.0,173893145.0,118540839.0,1.4669471421574805,1.0,2.5,2.25
